id,age,start_age,r_date,t_date,dur,raid_v_name,raid_v_add,raid_v_area,raid_v_crd,native_v_name,native_v_add,native_v_area,native_v_crd,indst,income,wage_week,wage_type,paypar,paramt,brought,sisters,brothers,school,class
CH007696,12,0,02/05/2014,03/03/2014,60,Samaypur Badli,"Delhi, North West, DL, IND","North Delhi, Delhi, India","77.13406, 28.73165",,,", , ",,Cosmetic,-1,-1,u,,,,-1,-1,,0
CH007697,12,0,02/05/2014,03/03/2014,60,Samaypur Badli,"Delhi, North West, DL, IND","North Delhi, Delhi, India","77.13406, 28.73165",Bhillor,"Kasganj Sub-District, Kanshiram Nagar, UP, IND","Kanpur Dehat (Ramabai Nagar), Uttar Pradesh, India","78.74863, 27.9381",Cosmetic,-1,-1,u,,,,-1,-1,,0
CH007698,17,0,02/05/2014,01/02/2014,90,Samaypur Badli,"Delhi, North West, DL, IND","North Delhi, Delhi, India","77.13406, 28.73165",Khalik Garh,"Nautanwa, Mahrajganj, UP, IND","Maharajganj, Uttar Pradesh, India","83.45562, 27.21401",Cosmetic,-1,-1,u,,,,-1,-1,,0
CH007699,12,0,02/05/2014,01/05/2014,1,Samaypur Badli,"Delhi, North West, DL, IND","North Delhi, Delhi, India","77.13406, 28.73165",,,", , ",,Cosmetic,-1,-1,u,,,,-1,-1,,0
CH007700,15,0,05/05/2014,,-1,Patauda,"Pataudi, Gurugram, HR, IND","Jhajjar, Haryana, India","76.77814, 28.32793",Najafgarh,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","76.99746, 28.62508",Odd Jobs,-1,-1,u,,,,-1,-1,,0
CH007701,15,0,13/05/2014,28/04/2014,15,Vinod Puri,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.08177, 28.60396",Lala Ka Purwa,"Musafirkhana, Amethi, UP, IND","Faizabad, Uttar Pradesh, India","81.59624, 26.44009",Garment,-1,-1,u,,,,-1,-1,,0
CH007702,15,0,13/05/2014,28/04/2014,15,Vinod Puri,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.08177, 28.60396",Deenkarpur,"Bilhaur, Kanpur Nagar, UP, IND","Gonda, Uttar Pradesh, India","80.04981, 26.62977",Garment,-1,-1,u,,,,-1,-1,,0
CH007703,7,0,14/05/2014,24/05/2012,720,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",,,", , ",,Domestic Servant,-1,-1,u,,,parents,-1,-1,,0
CH007704,4,0,14/05/2014,19/05/2013,360,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",,,", , ",,Domestic Servant,-1,-1,u,,,,-1,-1,,0
CH007705,8,0,14/05/2014,19/05/2013,360,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",,,", , ",,Domestic Servant,-1,-1,u,,,relatives,-1,-1,,0
CH007706,5,0,14/05/2014,24/05/2012,720,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",,,", , ",,Domestic Servant,-1,-1,u,,,relatives,-1,-1,,0
CH007707,4,0,14/05/2014,24/05/2012,720,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",,,", , ",,Domestic Servant,-1,-1,u,,,,-1,-1,,0
CH007708,8,0,14/05/2014,09/06/2009,1800,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",,,", , ",,Domestic Servant,-1,-1,u,,,relatives,-1,-1,,0
CH007709,7,0,14/05/2014,09/06/2009,1800,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",,,", , ",,Domestic Servant,-1,-1,u,,,parents,-1,-1,,0
CH007710,10,0,14/05/2014,14/06/2008,2160,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",,,", , ",,Domestic Servant,-1,-1,u,,,parents,-1,-1,,0
CH007711,5,0,14/05/2014,09/06/2009,1800,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",,,", , ",,Domestic Servant,-1,-1,u,,,parents,-1,-1,,0
CH007712,5,0,14/05/2014,09/06/2009,1800,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",,,", , ",,Domestic Servant,-1,-1,u,,,relatives,-1,-1,,0
CH007713,11,0,14/05/2014,30/06/2005,3240,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",,,", , ",,Domestic Servant,-1,-1,u,,,parents,-1,-1,,0
CH007714,8,0,14/05/2014,,-1,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",Bairula Tola,"Phulwaria, Gopalganj, BR, IND","Katihar, Bihar, India","84.2078, 26.46973",,-1,-1,u,,,,-1,-1,yes,3
CH007715,9,0,14/05/2014,26/11/2011,900,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",Daharia Molls,"Katihar, Katihar, BR, IND","Katihar, Bihar, India","87.6069, 25.52893",,24000,-1,u,,,parents,1,3,yes,6
CH007716,8,0,14/05/2014,24/05/2012,720,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782","Berwa Tola, Daharia Molls",,"Katihar, Bihar, India",,,22000,-1,u,,,parents,0,3,yes,4
CH007717,6,0,14/05/2014,26/12/2011,870,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",Sant Kabira Bandh Tola,"Lauriya, Pashchim Champaran, BR, IND","Purnea, Bihar, India","84.51887, 26.97206",,16000,-1,u,,,parents,2,1,yes,6
CH007718,11,0,14/05/2014,24/05/2012,720,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",Khaiganj,,"Katihar, Bihar, India",,,10000,-1,u,,,parents,0,1,yes,4
CH007719,11,0,14/05/2014,30/05/2011,1080,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",Madanpur Khadar,"Delhi, South, DL, IND","South Delhi, Delhi, India","77.29481, 28.55508",,10000,-1,u,,,parents,1,2,yes,6
CH007720,9,0,14/05/2014,26/12/2011,870,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",Hajirganj,,"Purnea, Bihar, India",,,20000,-1,u,,,parents,0,1,yes,4
CH007721,7,0,14/05/2014,24/05/2012,720,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",Abdulla Nagar,"Kahalgaon, Bhagalpur, BR, IND","Purnea, Bihar, India","87.26097, 25.29448",,15000,-1,u,,,parents,1,1,yes,3
CH007722,7,0,14/05/2014,26/11/2011,900,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",Abdulla Nagar,"Kahalgaon, Bhagalpur, BR, IND","Purnea, Bihar, India","87.26097, 25.29448",,15000,-1,u,,,parents,-1,-1,yes,3
CH007723,10,0,14/05/2014,26/11/2011,900,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",Kaliganj,"Bihta, Patna, BR, IND","Purnea, Bihar, India","84.81985, 25.53048",,10000,-1,u,no,,parents,1,2,,0
CH007724,9,0,14/05/2014,24/05/2012,720,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",Moti Saint,"Jaipur, Jaipur, RJ, IND","Banswara, Rajasthan, India","75.81182, 26.89056",,2300,-1,u,,,relatives,0,0,yes,4
CH007725,13,0,14/05/2014,24/05/2012,720,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",Tinghachiya,,"Katihar, Bihar, India",,,6000,-1,u,no,,relatives,2,2,yes,6
CH007726,12,0,14/05/2014,30/05/2011,1080,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",,,", , ",,,-1,-1,u,,,parents,-1,-1,yes,6
CH007727,14,0,14/05/2014,26/11/2011,900,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",Abdulla Nagar,"Kahalgaon, Bhagalpur, BR, IND","Purnea, Bihar, India","87.26097, 25.29448",,15000,-1,u,,,parents,-1,-1,yes,4
CH007728,11,0,14/05/2014,24/05/2012,720,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",Abdulla Nagar,"Kahalgaon, Bhagalpur, BR, IND","Purnea, Bihar, India","87.26097, 25.29448",,10000,-1,u,,,,4,2,yes,3
CH007729,13,0,14/05/2014,,-1,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",,,", , ",,,-1,-1,u,,,,-1,-1,yes,4
CH007730,11,0,14/05/2014,24/05/2012,720,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",Abdulla Nagar,"Kahalgaon, Bhagalpur, BR, IND","Purnea, Bihar, India","87.26097, 25.29448",,20000,-1,u,,,parents,1,1,yes,3
CH007731,8,0,14/05/2014,26/11/2011,900,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",Abdulla Nagar,"Kahalgaon, Bhagalpur, BR, IND","Purnea, Bihar, India","87.26097, 25.29448",,15000,-1,u,,,parents,1,1,yes,4
CH007732,8,0,14/05/2014,24/05/2012,720,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",Abdulla Nagar,"Kahalgaon, Bhagalpur, BR, IND","Purnea, Bihar, India","87.26097, 25.29448",,10000,-1,u,,,parents,3,1,yes,3
CH007733,8,0,14/05/2014,,-1,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",Dharghat,"Marauna, Supaul, BR, IND","Supaul, Bihar, India","86.58231, 26.27695",,10000,-1,u,,,,-1,-1,drop,6
CH007734,16,0,14/05/2014,09/06/2009,1800,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",Sonapati,"Mao-Maram, Senapati, MN, IND","Imphal-East, Manipur, India","94.02225, 25.26868",,-1,-1,u,,,parents,3,2,yes,4
CH007735,11,0,14/05/2014,,-1,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",,,", , ",,,-1,-1,u,,,,-1,-1,yes,4
CH007736,12,0,14/05/2014,14/06/2008,2160,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",,,", , ",,,-1,-1,u,,,middle_man,4,2,yes,4
CH007737,10,0,14/05/2014,,-1,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",Abdulla Nagar,"Kahalgaon, Bhagalpur, BR, IND","Purnea, Bihar, India","87.26097, 25.29448",,15000,-1,u,no,,parents,-1,-1,yes,3
CH007738,13,0,14/05/2014,24/05/2012,720,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",Gharisilari Barwadih,"Barwadih, Latehar, JH, IND","Simdega, Jharkhand, India","84.11227, 23.84672",,90000,-1,u,,,relatives,1,3,yes,5
CH007739,6,0,14/05/2014,29/07/2011,1020,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",Bharra,"Gogri, Khagaria, BR, IND","Katihar, Bihar, India","86.6851, 25.49258",,-1,-1,u,,,parents,1,0,yes,3
CH007740,9,0,14/05/2014,21/09/2012,600,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",,,", , ",,,10000,-1,u,,,parents,2,1,yes,3
CH007741,12,0,14/05/2014,,-1,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",,,", , ",,,-1,-1,u,,,,-1,-1,,0
CH007742,13,0,14/05/2014,,-1,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",,,", , ",,,-1,-1,u,,,,-1,-1,,0
CH007743,14,0,14/05/2014,30/05/2011,1080,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",Parsa,"Parsa, Saran, BR, IND","Madhubani, Bihar, India","84.987, 25.92041",,10000,-1,u,,,parents,-1,-1,yes,6
CH007744,16,0,14/05/2014,26/12/2011,870,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",Gharisilari Barwadih,"Barwadih, Latehar, JH, IND","Simdega, Jharkhand, India","84.11227, 23.84672",,-1,-1,u,,,relatives,1,3,drop,5
CH007745,14,0,14/05/2014,30/05/2011,1080,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",Parsa,"Parsa, Saran, BR, IND","Madhubani, Bihar, India","84.987, 25.92041",,-1,-1,u,,,,-1,-1,,0
CH007746,14,0,14/05/2014,,-1,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",,,", , ",,,-1,-1,u,,,,-1,-1,,0
CH007747,13,0,14/05/2014,01/03/2011,1170,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",Madanpur Khadar,"Delhi, South, DL, IND","South Delhi, Delhi, India","77.29481, 28.55508",,10000,-1,u,,,parents,1,2,yes,8
CH007748,17,0,14/05/2014,09/06/2009,1800,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",Simulbadi,"Bhagawanpur-II, Purba Medinipur, WB, IND","Darjeeling, West Bengal, India","87.72263, 21.9093",,-1,-1,u,,,,-1,-1,,0
CH007749,16,0,14/05/2014,,-1,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",Tinghachiya,,"Katihar, Bihar, India",,,-1,-1,u,,,,-1,-1,,0
CH007750,17,0,14/05/2014,05/07/2004,3600,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",,,", , ",,,-1,-1,u,,,,-1,-1,,0
CH007751,15,0,14/05/2014,05/07/2004,3600,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",Pararia Khurd,"Dandkhora, Katihar, BR, IND","Katihar, Bihar, India","87.6694, 25.57422",,-1,-1,u,,,,-1,-1,,0
CH007752,15,0,14/05/2014,05/07/2004,3600,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",Jal Vihar,"Delhi, South, DL, IND","South East Delhi, Delhi, India","77.24753, 28.57608",,-1,-1,u,,,,-1,-1,,0
CH007753,15,0,14/05/2014,30/06/2005,3240,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",Tuglkabad,"Delhi, South, DL, IND","South East Delhi, Delhi, India","77.25807, 28.52929",,-1,-1,u,,,,-1,-1,,0
CH007754,17,0,14/05/2014,26/07/2000,5040,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782","Bharat Mata Kushth Ashram,NIT","Faridabad, Faridabad, HR, IND","Faridabad, Haryana, India","77.29663, 28.37273",,-1,-1,u,,,,-1,-1,,0
CH007755,17,0,14/05/2014,30/06/2005,3240,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",Line Tola,,"Purnea, Bihar, India",,,-1,-1,u,,,,-1,-1,,0
CH007756,17,0,14/05/2014,14/06/2008,2160,Chhawla,"Delhi, South West, DL, IND","South West Delhi, Delhi, India","77.00177, 28.55782",Saarmatti,,"Katihar, Bihar, India",,,14000,-1,u,no,,,3,2,drop,12
CH007757,11,0,17/05/2014,,-1,Kota,"Kota, Kota, RJ, IND","Kota, Rajasthan, India","75.85123, 25.16532",,,", , ",,Domestic Servant,-1,-1,u,,,,-1,-1,,0
CH007758,11,0,17/05/2014,,-1,Kota,"Kota, Kota, RJ, IND","Kota, Rajasthan, India","75.85123, 25.16532",,,", , ",,Domestic Servant,-1,-1,u,,,,-1,-1,,0
CH007759,12,0,17/05/2014,,-1,Kota,"Kota, Kota, RJ, IND","Kota, Rajasthan, India","75.85123, 25.16532",,,", , ",,Domestic Servant,-1,-1,u,,,,-1,-1,,0
CH007760,13,0,17/05/2014,,-1,Kota,"Kota, Kota, RJ, IND","Kota, Rajasthan, India","75.85123, 25.16532",,,", , ",,Domestic Servant,-1,-1,u,,,,-1,-1,,0
CH007761,13,0,17/05/2014,,-1,Kota,"Kota, Kota, RJ, IND","Kota, Rajasthan, India","75.85123, 25.16532",,,", , ",,Domestic Servant,-1,-1,u,,,,-1,-1,,0
CH007762,13,0,17/05/2014,,-1,Kota,"Kota, Kota, RJ, IND","Kota, Rajasthan, India","75.85123, 25.16532",,,", , ",,Domestic Servant,-1,-1,u,,,,-1,-1,,0
CH007763,13,0,17/05/2014,,-1,Kota,"Kota, Kota, RJ, IND","Kota, Rajasthan, India","75.85123, 25.16532",,,", , ",,Domestic Servant,-1,-1,u,,,,-1,-1,,0
CH007764,13,0,17/05/2014,,-1,Kota,"Kota, Kota, RJ, IND","Kota, Rajasthan, India","75.85123, 25.16532",,,", , ",,Domestic Servant,-1,-1,u,,,,-1,-1,,0
CH007765,13,0,17/05/2014,,-1,Kota,"Kota, Kota, RJ, IND","Kota, Rajasthan, India","75.85123, 25.16532",,,", , ",,Domestic Servant,-1,-1,u,,,,-1,-1,,0
CH007766,15,0,17/05/2014,,-1,Kota,"Kota, Kota, RJ, IND","Kota, Rajasthan, India","75.85123, 25.16532",,,", , ",,Domestic Servant,-1,-1,u,,,,-1,-1,,0
CH007767,15,0,17/05/2014,,-1,Kota,"Kota, Kota, RJ, IND","Kota, Rajasthan, India","75.85123, 25.16532",,,", , ",,Domestic Servant,-1,-1,u,,,,-1,-1,,0
CH007768,14,0,17/05/2014,,-1,Kota,"Kota, Kota, RJ, IND","Kota, Rajasthan, India","75.85123, 25.16532",,,", , ",,Domestic Servant,-1,-1,u,,,,-1,-1,,0
CH007769,7,0,21/05/2014,,-1,Old Delhi Railway Station,"Delhi, Central, DL, IND","Crime & Railway, Delhi, India","77.219, 28.64278",Dhubauli Bazar,,"Kushinagar, Uttar Pradesh, India",,,-1,-1,u,,,relatives,2,2,drop,9
CH007770,11,0,21/05/2014,,-1,Old Delhi Railway Station,"Delhi, Central, DL, IND","Crime & Railway, Delhi, India","77.219, 28.64278",Dhubauli Bazar,,"Kushinagar, Uttar Pradesh, India",,,-1,-1,u,,,parents,2,2,drop,5
CH007771,12,10,21/05/2014,,-1,Old Delhi Railway Station,"Delhi, Central, DL, IND","Crime & Railway, Delhi, India","77.219, 28.64278",Pura Gosai Ka Purwa,"Purwa, Unnao, UP, IND","Rae Bareli, Uttar Pradesh, India","80.77634, 26.45757",,-1,-1,u,advance,250,parents,1,5,drop,6
CH007772,8,0,21/05/2014,,-1,Old Delhi Railway Station,"Delhi, Central, DL, IND","Crime & Railway, Delhi, India","77.219, 28.64278",Pura Gosai Ka Purwa,"Purwa, Unnao, UP, IND","Rae Bareli, Uttar Pradesh, India","80.77634, 26.45757",,-1,-1,u,,,relatives,2,3,drop,3
CH007773,11,0,21/05/2014,,-1,Old Delhi Railway Station,"Delhi, Central, DL, IND","Crime & Railway, Delhi, India","77.219, 28.64278",Seera,"Sidhaw, Pashchim Champaran, BR, IND","East Champaran, Bihar, India","84.12975, 27.22216",,-1,-1,u,,,relatives,2,2,drop,4
CH007774,9,0,21/05/2014,,-1,Old Delhi Railway Station,"Delhi, Central, DL, IND","Crime & Railway, Delhi, India","77.219, 28.64278",Dalpatpur Baldev Nagar,"Itwa, Siddharthnagar, UP, IND","Balrampur, Uttar Pradesh, India","82.54839, 27.37916",,-1,-1,u,,,middle_man,2,4,no,0
CH007775,10,0,21/05/2014,,-1,Old Delhi Railway Station,"Delhi, Central, DL, IND","Crime & Railway, Delhi, India","77.219, 28.64278",Gamdiya,,"East Champaran, Bihar, India",,,-1,-1,u,,,middle_man,3,1,drop,6
CH007776,9,0,21/05/2014,,-1,Old Delhi Railway Station,"Delhi, Central, DL, IND","Crime & Railway, Delhi, India","77.219, 28.64278",Seera,"Sidhaw, Pashchim Champaran, BR, IND","East Champaran, Bihar, India","84.12975, 27.22216",,-1,-1,u,loan,,middle_man,1,1,drop,5
CH007777,10,8,21/05/2014,,-1,Old Delhi Railway Station,"Delhi, Central, DL, IND","Crime & Railway, Delhi, India","77.219, 28.64278",Seera,"Sidhaw, Pashchim Champaran, BR, IND","East Champaran, Bihar, India","84.12975, 27.22216",,-1,-1,u,,,middle_man,2,2,drop,5
CH007778,11,9,21/05/2014,,-1,Old Delhi Railway Station,"Delhi, Central, DL, IND","Crime & Railway, Delhi, India","77.219, 28.64278",Dalpatpur Baldev Nagar,"Itwa, Siddharthnagar, UP, IND","Balrampur, Uttar Pradesh, India","82.54839, 27.37916",,-1,-1,u,no,,middle_man,2,2,drop,5
CH007779,11,6,21/05/2014,,-1,Old Delhi Railway Station,"Delhi, Central, DL, IND","Crime & Railway, Delhi, India","77.219, 28.64278",Ghonda,"Sadabad, Hathras, UP, IND","Gonda, Uttar Pradesh, India","78.1133, 27.45401",,-1,-1,u,,,,1,2,drop,2
CH007780,10,0,21/05/2014,,-1,Old Delhi Railway Station,"Delhi, Central, DL, IND","Crime & Railway, Delhi, India","77.219, 28.64278",Jhitkahi,"Dumri Katsari, Sheohar, BR, IND","East Champaran, Bihar, India","85.27726, 26.44643",,-1,-1,u,no,,relatives,4,2,drop,1
CH007781,10,9,21/05/2014,,-1,Old Delhi Railway Station,"Delhi, Central, DL, IND","Crime & Railway, Delhi, India","77.219, 28.64278",Patiya,"Varanasi, Varanasi, UP, IND","Sitapur, Uttar Pradesh, India","82.97862, 25.28732",,-1,-1,u,no,,parents,3,4,drop,3
CH007782,11,0,21/05/2014,,-1,Old Delhi Railway Station,"Delhi, Central, DL, IND","Crime & Railway, Delhi, India","77.219, 28.64278",Janki Nagar,"Mahasi, Bahraich, UP, IND","Balrampur, Uttar Pradesh, India","81.32745, 27.62189",,-1,-1,u,no,,employer,6,4,drop,5
CH007783,10,0,21/05/2014,,-1,Old Delhi Railway Station,"Delhi, Central, DL, IND","Crime & Railway, Delhi, India","77.219, 28.64278",Janki Nagar,"Mahasi, Bahraich, UP, IND","Balrampur, Uttar Pradesh, India","81.32745, 27.62189",,-1,-1,u,no,,,5,3,drop,4
CH007784,12,0,21/05/2014,,-1,Old Delhi Railway Station,"Delhi, Central, DL, IND","Crime & Railway, Delhi, India","77.219, 28.64278",Jhitkahi,"Dumri Katsari, Sheohar, BR, IND","East Champaran, Bihar, India","85.27726, 26.44643",,-1,-1,u,,,employer,-1,-1,,0
CH007785,14,0,21/05/2014,,-1,Old Delhi Railway Station,"Delhi, Central, DL, IND","Crime & Railway, Delhi, India","77.219, 28.64278",Dalpatpur Baldev Nagar,"Itwa, Siddharthnagar, UP, IND","Balrampur, Uttar Pradesh, India","82.54839, 27.37916",,-1,-1,u,,,relatives,2,2,drop,2
CH007786,15,13,21/05/2014,,-1,Old Delhi Railway Station,"Delhi, Central, DL, IND","Crime & Railway, Delhi, India","77.219, 28.64278",Pratiya,"Varanasi, Varanasi, UP, IND","Balrampur, Uttar Pradesh, India","82.97862, 25.28732",,-1,-1,u,no,,employer,2,3,drop,7
CH007787,14,0,21/05/2014,,-1,Old Delhi Railway Station,"Delhi, Central, DL, IND","Crime & Railway, Delhi, India","77.219, 28.64278",Dalpatpur Baldev Nagar,"Itwa, Siddharthnagar, UP, IND","Balrampur, Uttar Pradesh, India","82.54839, 27.37916",,-1,-1,u,,,employer,-1,-1,drop,4
CH007788,13,0,21/05/2014,,-1,Old Delhi Railway Station,"Delhi, Central, DL, IND","Crime & Railway, Delhi, India","77.219, 28.64278",Sonha,"Ramnagar, Pashchim Champaran, BR, IND","East Champaran, Bihar, India","84.33416, 27.24882",,-1,-1,u,,,employer,1,2,no,0
CH007789,15,0,21/05/2014,,-1,Old Delhi Railway Station,"Delhi, Central, DL, IND","Crime & Railway, Delhi, India","77.219, 28.64278",Puduriya,,"Sitapur, Uttar Pradesh, India",,,-1,-1,u,no,,employer,2,1,drop,7
CH007790,14,0,21/05/2014,,-1,Old Delhi Railway Station,"Delhi, Central, DL, IND","Crime & Railway, Delhi, India","77.219, 28.64278",Vanhara,"Greater Noida, Gautam Buddha Nagar, UP, IND","Basti, Uttar Pradesh, India","77.62401, 28.18661",,-1,-1,u,,,middle_man,4,2,drop,7
CH007791,16,0,21/05/2014,,-1,Old Delhi Railway Station,"Delhi, Central, DL, IND","Crime & Railway, Delhi, India","77.219, 28.64278",Gaunaha,"Gaunaha, Pashchim Champaran, BR, IND","West Champaran, Bihar, India","84.51386, 27.27753",,-1,-1,u,,,middle_man,1,5,no,0
CH007792,17,0,21/05/2014,,-1,Old Delhi Railway Station,"Delhi, Central, DL, IND","Crime & Railway, Delhi, India","77.219, 28.64278",Gaunaha,"Gaunaha, Pashchim Champaran, BR, IND","West Champaran, Bihar, India","84.51386, 27.27753",,-1,-1,u,no,,middle_man,1,2,drop,8
CH007793,17,14,21/05/2014,,-1,Old Delhi Railway Station,"Delhi, Central, DL, IND","Crime & Railway, Delhi, India","77.219, 28.64278",Janki Nagar,"Mahasi, Bahraich, UP, IND","Balrampur, Uttar Pradesh, India","81.32745, 27.62189",,-1,-1,u,,,self,3,0,drop,5
CH007794,15,0,21/05/2014,,-1,Old Delhi Railway Station,"Delhi, Central, DL, IND","Crime & Railway, Delhi, India","77.219, 28.64278",Patiya,"Varanasi, Varanasi, UP, IND","Sitapur, Uttar Pradesh, India","82.97862, 25.28732",,-1,-1,u,no,,middle_man,4,-1,drop,8
CH007795,12,0,21/05/2014,,-1,Old Delhi Railway Station,"Delhi, Central, DL, IND","Crime & Railway, Delhi, India","77.219, 28.64278",Sujawalpur,"Koil, Aligarh, UP, IND","Sitapur, Uttar Pradesh, India","78.43193, 27.8044",,-1,-1,u,advance,3000,employer,3,4,drop,3
CH007796,14,0,21/05/2014,,-1,Old Delhi Railway Station,"Delhi, Central, DL, IND","Crime & Railway, Delhi, India","77.219, 28.64278",Dadwa,"Basti, Basti, UP, IND","Gonda, Uttar Pradesh, India","82.746, 26.80999",,-1,-1,u,,,employer,-1,-1,,0
CH007797,15,0,21/05/2014,,-1,Old Delhi Railway Station,"Delhi, Central, DL, IND","Crime & Railway, Delhi, India","77.219, 28.64278",Rahuwa Tola,,"West Champaran, Bihar, India",,,-1,-1,u,no,,employer,1,3,no,0
CH007798,17,0,21/05/2014,,-1,Old Delhi Railway Station,"Delhi, Central, DL, IND","Crime & Railway, Delhi, India","77.219, 28.64278",Gargatti,"Sidhaw, Pashchim Champaran, BR, IND","West Champaran, Bihar, India","84.03764, 27.27828",,-1,-1,u,,,employer,0,2,drop,8
CH007799,16,0,21/05/2014,,-1,Old Delhi Railway Station,"Delhi, Central, DL, IND","Crime & Railway, Delhi, India","77.219, 28.64278",Banhara,"Sagri, Azamgarh, UP, IND","Basti, Uttar Pradesh, India","83.24943, 26.27129",,-1,-1,u,advance,400,self,1,2,drop,9
CH007800,16,0,21/05/2014,,-1,Old Delhi Railway Station,"Delhi, Central, DL, IND","Crime & Railway, Delhi, India","77.219, 28.64278",Pooja Parjirwa,"Jogapatti, Pashchim Champaran, BR, IND","West Champaran, Bihar, India","84.38357, 26.81002",,-1,-1,u,loan,,relatives,2,1,drop,7
