id,age,r_date,t_date,dur,raid_v_name,raid_v_add,raid_v_crd,native_v_name,native_v_add,native_v_crd,indst,paypar,paramt,brought
CH006349,15,19/02/2013,06/12/2012,75,New Shiv Puri,"Ludhiana, Ludhiana, PB, IND","75.85666, 30.93159",Rauta,"Baisa, Purnia, BR, IND","87.70392, 26.03595",Garment,,,
CH006350,16,19/02/2013,06/02/2013,13,New Shiv Puri,"Ludhiana, Ludhiana, PB, IND","75.85666, 30.93159",Loknathpur,"Motihari Sub-District, Purba Champaran, BR, IND","84.93443, 26.71696",Garment,,,
CH006351,15,19/02/2013,25/05/2012,270,New Shiv Puri,"Ludhiana, Ludhiana, PB, IND","75.85666, 30.93159",Hasanpur,"Hasanpur, Samastipur, BR, IND","86.20385, 25.72683",Garment,,,
CH006352,17,19/02/2013,20/01/2013,30,New Shiv Puri,"Ludhiana, Ludhiana, PB, IND","75.85666, 30.93159",Khudbuda Mohalla,"Dehradun, Dehradun, UK, IND","78.02701, 30.32189",Garment,,,
CH006353,16,19/02/2013,18/02/2013,1,New Shiv Puri,"Ludhiana, Ludhiana, PB, IND","75.85666, 30.93159",Purarojraj,,,Garment,,,
CH006354,15,19/02/2013,16/02/2013,3,New Shiv Puri,"Ludhiana, Ludhiana, PB, IND","75.85666, 30.93159",Besura,"Imamaganj, Gaya, BR, IND","84.56767, 24.41309",Garment,,,
CH006355,15,19/02/2013,24/06/2012,240,New Shiv Puri,"Ludhiana, Ludhiana, PB, IND","75.85666, 30.93159",Besmokhi,,,Garment,,,
CH006356,16,19/02/2013,30/07/2011,570,New Shiv Puri,"Ludhiana, Ludhiana, PB, IND","75.85666, 30.93159",Konal,"Phulparas, Madhubani, BR, IND","86.3995, 26.32625",Garment,,,
CH006357,15,19/02/2013,30/07/2011,570,New Shiv Puri,"Ludhiana, Ludhiana, PB, IND","75.85666, 30.93159",Hadsohar,,,Garment,,,
CH006358,16,19/02/2013,30/07/2011,570,New Shiv Puri,"Ludhiana, Ludhiana, PB, IND","75.85666, 30.93159",Tekbadi,,,Garment,,,
CH006359,16,19/02/2013,22/10/2012,120,New Shiv Puri,"Ludhiana, Ludhiana, PB, IND","75.85666, 30.93159",Chandeala,"Muhara, Gaya, BR, IND","85.31609, 24.9096",Garment,,,
CH006360,11,23/02/2013,,-1,Ashok Vihar,"Delhi, North West, DL, IND","77.17606, 28.69042",Jori,"Lohardaga, Lohardaga, JH, IND","84.68232, 23.48382",Domestic Servant,,,middle_man
CH006361,15,23/02/2013,22/02/2013,1,Peenya,"Bengaluru, Bengaluru, KA, IND","77.52677, 13.03185",Kaveri Nagar,"Robertsonpet, Kolar, KA, IND","78.22422, 12.98222",Handicraft,,,
CH006362,15,23/02/2013,20/02/2013,3,Peenya,"Bengaluru, Bengaluru, KA, IND","77.52677, 13.03185","Dodkap Palli,Ramnagar",,,Handicraft,,,
CH006363,15,23/02/2013,15/11/2012,100,Peenya,"Bengaluru, Bengaluru, KA, IND","77.52677, 13.03185",Phulbani,"Phulbani, Kandhamal, OD, IND","84.30535, 20.54683",Handicraft,,,
CH006364,16,23/02/2013,25/12/2012,60,Peenya,"Bengaluru, Bengaluru, KA, IND","77.52677, 13.03185",Paddagitta,,,Handicraft,,,
CH006365,17,23/02/2013,17/02/2013,6,Peenya,"Bengaluru, Bengaluru, KA, IND","77.52677, 13.03185",,,,Handicraft,,,
CH006366,19,23/02/2013,25/12/2012,60,Peenya,"Bengaluru, Bengaluru, KA, IND","77.52677, 13.03185",,,,Handicraft,,,
CH006367,15,23/02/2013,17/02/2013,6,Peenya,"Bengaluru, Bengaluru, KA, IND","77.52677, 13.03185",Jambura,"Adityapur(Gamharia) Sub-District, Saraikela-Kharsawan, JH, IND","86.04305, 22.78684",Handicraft,,,
CH006368,14,23/02/2013,,-1,Peenya,"Bengaluru, Bengaluru, KA, IND","77.52677, 13.03185",,,,Handicraft,,,
CH006369,15,23/02/2013,17/02/2013,6,Peenya,"Bengaluru, Bengaluru, KA, IND","77.52677, 13.03185",Jambura,"Adityapur(Gamharia) Sub-District, Saraikela-Kharsawan, JH, IND","86.04305, 22.78684",Handicraft,,,
CH006370,20,23/02/2013,27/08/2012,180,Peenya,"Bengaluru, Bengaluru, KA, IND","77.52677, 13.03185",,,,Handicraft,,,
CH006371,12,23/02/2013,,-1,Peenya,"Bengaluru, Bengaluru, KA, IND","77.52677, 13.03185",Sanjay Gandhi Nagar,"Ballari, Ballari, KA, IND","76.90903, 15.1542",Handicraft,,,
CH006372,13,23/02/2013,15/02/2013,8,Peenya,"Bengaluru, Bengaluru, KA, IND","77.52677, 13.03185",Archiqare,,,Automobile/Transport,,,
CH006373,13,23/02/2013,03/02/2013,20,Peenya,"Bengaluru, Bengaluru, KA, IND","77.52677, 13.03185",Challakere dist chitradurga,"Challakere, Chitradurga, KA, IND","76.65109, 14.31816",Automobile/Transport,,,
CH006374,11,23/02/2013,09/01/2013,45,Peenya,"Bengaluru, Bengaluru, KA, IND","77.52677, 13.03185",Hadiya,"Bengaluru, Bengaluru, KA, IND","77.71504, 12.99198",Hotel/Dhaba,,,
CH006375,15,23/02/2013,11/03/2010,1080,Peenya,"Bengaluru, Bengaluru, KA, IND","77.52677, 13.03185",Moodabidri,"Mangaluru Sub-District, Dakshina Kannada, KA, IND","74.99664, 13.0698",Electrical & Electronics,,,
CH006376,13,23/02/2013,02/09/2011,540,Peenya,"Bengaluru, Bengaluru, KA, IND","77.52677, 13.03185",Mallagat,"Afzalpur, Kalaburagi, KA, IND","76.42877, 17.23093",Electrical & Electronics,,,
CH006377,16,23/02/2013,16/02/2013,7,Peenya,"Bengaluru, Bengaluru, KA, IND","77.52677, 13.03185",Surdhar,,,Handicraft,,,
CH006378,14,23/02/2013,,-1,Peenya,"Bengaluru, Bengaluru, KA, IND","77.52677, 13.03185",Sanjay Gandhi Nagar,"Ballari, Ballari, KA, IND","76.90903, 15.1542",Handicraft,,,
CH006379,13,23/02/2013,,-1,Peenya,"Bengaluru, Bengaluru, KA, IND","77.52677, 13.03185",Sanjay Gandhi Nagar,"Ballari, Ballari, KA, IND","76.90903, 15.1542",Handicraft,,,
CH006380,18,23/02/2013,,-1,Peenya,"Bengaluru, Bengaluru, KA, IND","77.52677, 13.03185",,,,,,,
CH006381,17,23/02/2013,,-1,Peenya,"Bengaluru, Bengaluru, KA, IND","77.52677, 13.03185",,,,,,,
CH006382,16,23/02/2013,,-1,Peenya,"Bengaluru, Bengaluru, KA, IND","77.52677, 13.03185",,,,,,,
CH006383,16,23/02/2013,,-1,Peenya,"Bengaluru, Bengaluru, KA, IND","77.52677, 13.03185",,,,,,,
CH006384,17,23/02/2013,26/09/2012,150,Peenya,"Bengaluru, Bengaluru, KA, IND","77.52677, 13.03185",Mandya,"Mandya, Mandya, KA, IND","76.89465, 12.52736",,,,
CH006385,17,23/02/2013,24/01/2013,30,Peenya,"Bengaluru, Bengaluru, KA, IND","77.52677, 13.03185",Mandya,"Mandya, Mandya, KA, IND","76.89465, 12.52736",,,,
CH006386,16,23/02/2013,09/01/2013,45,Peenya,"Bengaluru, Bengaluru, KA, IND","77.52677, 13.03185",Bachahalli,"Gundlupet, Chamarajanagar, KA, IND","76.74474, 11.70264",,,,
CH006387,14,23/02/2013,25/12/2012,60,Peenya,"Bengaluru, Bengaluru, KA, IND","77.52677, 13.03185",Machhalaghatta,"Nagamangala, Mandya, KA, IND","76.70053, 12.68186",,,,
CH006388,14,26/02/2013,03/03/2012,360,Jawahar Appartment,,,Sunderi,"Torpa, Khunti, JH, IND","85.18657, 22.97827",Domestic Servant,,,middle_man
CH006389,14,26/02/2013,,-1,Sanjay Nagar- Jaipur,"Jaipur, Jaipur, RJ, IND","75.80441, 26.95291",Khurd Bhitkila,,,Garment,,,
CH006390,10,26/02/2013,,-1,Sanjay Nagar- Jaipur,"Jaipur, Jaipur, RJ, IND","75.80441, 26.95291",Banshi,"Hazaribagh, Hazaribagh, JH, IND","85.36144, 23.99282",Garment,,,
CH006391,15,26/02/2013,,-1,Sanjay Nagar- Jaipur,"Jaipur, Jaipur, RJ, IND","75.80441, 26.95291",Banshi,"Hazaribagh, Hazaribagh, JH, IND","85.36144, 23.99282",Garment,,,
CH006392,16,26/02/2013,,-1,Sanjay Nagar- Jaipur,"Jaipur, Jaipur, RJ, IND","75.80441, 26.95291",Banshi,"Hazaribagh, Hazaribagh, JH, IND","85.36144, 23.99282",Garment,,,
CH006393,15,26/02/2013,,-1,Sanjay Nagar- Jaipur,"Jaipur, Jaipur, RJ, IND","75.80441, 26.95291",Kusaiya,"Sono, Jamuee, BR, IND","86.32208, 24.64121",Garment,,,
CH006394,14,26/02/2013,,-1,Sanjay Nagar- Jaipur,"Jaipur, Jaipur, RJ, IND","75.80441, 26.95291",Kusaiya,"Sono, Jamuee, BR, IND","86.32208, 24.64121",Garment,,,
CH006395,16,26/02/2013,,-1,Sanjay Nagar- Jaipur,"Jaipur, Jaipur, RJ, IND","75.80441, 26.95291",Aamatola,,,Garment,,,
CH006396,15,26/02/2013,,-1,Sanjay Nagar- Jaipur,"Jaipur, Jaipur, RJ, IND","75.80441, 26.95291",Pachana,"Koilavar, Bhojapur, BR, IND","84.77186, 25.61613",Garment,,,
CH006397,17,26/02/2013,,-1,Sanjay Nagar- Jaipur,"Jaipur, Jaipur, RJ, IND","75.80441, 26.95291",Shrirampur,"Bihta, Patna, BR, IND","84.8849, 25.57633",Garment,,,
CH006398,17,26/02/2013,,-1,Sanjay Nagar- Jaipur,"Jaipur, Jaipur, RJ, IND","75.80441, 26.95291",Tisiya,"Kisko, Lohardaga, JH, IND","84.66646, 23.55685",Garment,,,
CH006399,16,26/02/2013,,-1,Sanjay Nagar- Jaipur,"Jaipur, Jaipur, RJ, IND","75.80441, 26.95291",Kakargarh,"Kuru, Lohardaga, JH, IND","84.91744, 23.50201",Garment,,,
CH006400,15,26/02/2013,,-1,Sanjay Nagar- Jaipur,"Jaipur, Jaipur, RJ, IND","75.80441, 26.95291",Sathurwa,"Matihani, Begusarai, BR, IND","86.18556, 25.30953",Garment,,,
CH006401,12,26/02/2013,,-1,Sanjay Nagar- Jaipur,"Jaipur, Jaipur, RJ, IND","75.80441, 26.95291",Bardaha,"Sikti, Araria, BR, IND","87.51897, 26.34148",Garment,,,
CH006402,17,26/02/2013,,-1,Sanjay Nagar- Jaipur,"Jaipur, Jaipur, RJ, IND","75.80441, 26.95291",Bardaha,"Sikti, Araria, BR, IND","87.51897, 26.34148",Garment,,,
CH006403,17,26/02/2013,,-1,Sanjay Nagar- Jaipur,"Jaipur, Jaipur, RJ, IND","75.80441, 26.95291",Bardaha,"Sikti, Araria, BR, IND","87.51897, 26.34148",Garment,,,
CH006404,12,26/02/2013,,-1,Sanjay Nagar- Jaipur,"Jaipur, Jaipur, RJ, IND","75.80441, 26.95291",Bardaha,"Sikti, Araria, BR, IND","87.51897, 26.34148",Garment,,,
CH006405,12,26/02/2013,,-1,Sanjay Nagar- Jaipur,"Jaipur, Jaipur, RJ, IND","75.80441, 26.95291",Kadirganj,"Nawada Sub-District, Nawada, BR, IND","85.58938, 24.91243",Garment,,,
CH006406,8,26/02/2013,,-1,Sanjay Nagar- Jaipur,"Jaipur, Jaipur, RJ, IND","75.80441, 26.95291",Kadirganj,"Nawada Sub-District, Nawada, BR, IND","85.58938, 24.91243",Garment,,,
CH006407,13,26/02/2013,,-1,Sanjay Nagar- Jaipur,"Jaipur, Jaipur, RJ, IND","75.80441, 26.95291",Kadirganj,"Nawada Sub-District, Nawada, BR, IND","85.58938, 24.91243",Garment,,,
CH006408,13,26/02/2013,,-1,Sanjay Nagar- Jaipur,"Jaipur, Jaipur, RJ, IND","75.80441, 26.95291",Masaudi,"Sultanganj, Bhagalpur, BR, IND","86.72767, 25.23666",Garment,,,
CH006409,12,26/02/2013,,-1,Sanjay Nagar- Jaipur,"Jaipur, Jaipur, RJ, IND","75.80441, 26.95291",Ghosi,"Hilsa, Nalanda, BR, IND","85.26994, 25.35177",Garment,,,
CH006410,14,26/02/2013,,-1,Sanjay Nagar- Jaipur,"Jaipur, Jaipur, RJ, IND","75.80441, 26.95291",Madhocha,,,Garment,,,
CH006411,13,26/02/2013,,-1,Sanjay Nagar- Jaipur,"Jaipur, Jaipur, RJ, IND","75.80441, 26.95291",Madhocha,,,Garment,,,
CH006412,13,26/02/2013,,-1,Sanjay Nagar- Jaipur,"Jaipur, Jaipur, RJ, IND","75.80441, 26.95291",Madhocha,,,Garment,,,
CH006413,13,26/02/2013,,-1,Sanjay Nagar- Jaipur,"Jaipur, Jaipur, RJ, IND","75.80441, 26.95291",Pakaura,"Dhanarua, Patna, BR, IND","85.07996, 25.28174",Garment,,,
CH006414,12,01/03/2013,,-1,Bhatta Basti,"Jaipur, Jaipur, RJ, IND","75.80218, 26.95286",Solra,"Tekari, Gaya, BR, IND","84.86442, 24.89171",Garment,,,
CH006415,11,01/03/2013,,-1,Bhatta Basti,"Jaipur, Jaipur, RJ, IND","75.80218, 26.95286",Ghunghariya,"Barhara, Bhojpur, BR, IND","84.62467, 25.67642",Garment,,,
CH006416,10,01/03/2013,,-1,Bhatta Basti,"Jaipur, Jaipur, RJ, IND","75.80218, 26.95286",Deshanvigha,,,Garment,,,
CH006417,12,01/03/2013,,-1,Bhatta Basti,"Jaipur, Jaipur, RJ, IND","75.80218, 26.95286",Ram Nagar,"Harsidhi, Purba Champaran, BR, IND","84.73722, 26.61239",Garment,,,
CH006418,10,01/03/2013,,-1,Bhatta Basti,"Jaipur, Jaipur, RJ, IND","75.80218, 26.95286",Ram Nagar,"Harsidhi, Purba Champaran, BR, IND","84.73722, 26.61239",Garment,,,
CH006419,13,01/03/2013,,-1,Bhatta Basti,"Jaipur, Jaipur, RJ, IND","75.80218, 26.95286",Ram Nagar,"Harsidhi, Purba Champaran, BR, IND","84.73722, 26.61239",Garment,,,
CH006420,14,01/03/2013,,-1,Bhatta Basti,"Jaipur, Jaipur, RJ, IND","75.80218, 26.95286",Ram Nagar,"Harsidhi, Purba Champaran, BR, IND","84.73722, 26.61239",Garment,,,
CH006421,14,01/03/2013,,-1,Bhatta Basti,"Jaipur, Jaipur, RJ, IND","75.80218, 26.95286",Ram Nagar,"Harsidhi, Purba Champaran, BR, IND","84.73722, 26.61239",Garment,,,
CH006422,13,01/03/2013,,-1,Bhatta Basti,"Jaipur, Jaipur, RJ, IND","75.80218, 26.95286",Ram Nagar,"Harsidhi, Purba Champaran, BR, IND","84.73722, 26.61239",Garment,,,
CH006423,13,01/03/2013,,-1,Bhatta Basti,"Jaipur, Jaipur, RJ, IND","75.80218, 26.95286",Ram Nagar,"Harsidhi, Purba Champaran, BR, IND","84.73722, 26.61239",Garment,,,
CH006424,13,01/03/2013,,-1,Bhatta Basti,"Jaipur, Jaipur, RJ, IND","75.80218, 26.95286",Ram Nagar,"Harsidhi, Purba Champaran, BR, IND","84.73722, 26.61239",Garment,,,
CH006425,12,01/03/2013,,-1,Bhatta Basti,"Jaipur, Jaipur, RJ, IND","75.80218, 26.95286",Ram Nagar,"Harsidhi, Purba Champaran, BR, IND","84.73722, 26.61239",Garment,,,
CH006426,14,01/03/2013,,-1,Bhatta Basti,"Jaipur, Jaipur, RJ, IND","75.80218, 26.95286",Ram Nagar,"Harsidhi, Purba Champaran, BR, IND","84.73722, 26.61239",Garment,,,
CH006427,9,01/03/2013,,-1,Bhatta Basti,"Jaipur, Jaipur, RJ, IND","75.80218, 26.95286",Ram Nagar,"Harsidhi, Purba Champaran, BR, IND","84.73722, 26.61239",Garment,,,
CH006428,13,01/03/2013,,-1,Bhatta Basti,"Jaipur, Jaipur, RJ, IND","75.80218, 26.95286",Jaisingh Bhiya,"Sikandra, Jamui, BR, IND","86.01211, 24.92053",Garment,,,
CH006429,10,01/03/2013,,-1,Bhatta Basti,"Jaipur, Jaipur, RJ, IND","75.80218, 26.95286",Jaisingh Bhiya,"Sikandra, Jamui, BR, IND","86.01211, 24.92053",Garment,,,
CH006430,10,01/03/2013,,-1,Bhatta Basti,"Jaipur, Jaipur, RJ, IND","75.80218, 26.95286",Jaisingh Bhiya,"Sikandra, Jamui, BR, IND","86.01211, 24.92053",Garment,,,
CH006431,10,01/03/2013,,-1,Bhatta Basti,"Jaipur, Jaipur, RJ, IND","75.80218, 26.95286",Jaisingh Bhiya,"Sikandra, Jamui, BR, IND","86.01211, 24.92053",Garment,,,
CH006432,14,01/03/2013,,-1,Bhatta Basti,"Jaipur, Jaipur, RJ, IND","75.80218, 26.95286",Jaisingh Bhiya,"Sikandra, Jamui, BR, IND","86.01211, 24.92053",Garment,,,
CH006433,11,01/03/2013,,-1,Bhatta Basti,"Jaipur, Jaipur, RJ, IND","75.80218, 26.95286",Jaisingh Bhiya,"Sikandra, Jamui, BR, IND","86.01211, 24.92053",Garment,,,
CH006434,12,01/03/2013,,-1,Bhatta Basti,"Jaipur, Jaipur, RJ, IND","75.80218, 26.95286",Jaisingh Bhiya,"Sikandra, Jamui, BR, IND","86.01211, 24.92053",Garment,,,
CH006435,11,01/03/2013,,-1,Bhatta Basti,"Jaipur, Jaipur, RJ, IND","75.80218, 26.95286",Jaisingh Bhiya,"Sikandra, Jamui, BR, IND","86.01211, 24.92053",Garment,,,
CH006436,11,01/03/2013,,-1,Bhatta Basti,"Jaipur, Jaipur, RJ, IND","75.80218, 26.95286",Jaisingh Bhiya,"Sikandra, Jamui, BR, IND","86.01211, 24.92053",Garment,,,
CH006437,10,01/03/2013,,-1,Bhatta Basti,"Jaipur, Jaipur, RJ, IND","75.80218, 26.95286",Jaisingh Bhiya,"Sikandra, Jamui, BR, IND","86.01211, 24.92053",Garment,,,
CH006438,14,01/03/2013,,-1,Bhatta Basti,"Jaipur, Jaipur, RJ, IND","75.80218, 26.95286",Jaisingh Bhiya,"Sikandra, Jamui, BR, IND","86.01211, 24.92053",Garment,,,
CH006439,12,01/03/2013,,-1,Bhatta Basti,"Jaipur, Jaipur, RJ, IND","75.80218, 26.95286",Jaisingh Bhiya,"Sikandra, Jamui, BR, IND","86.01211, 24.92053",Garment,,,
CH006440,10,01/03/2013,,-1,Bhatta Basti,"Jaipur, Jaipur, RJ, IND","75.80218, 26.95286",Munshichak,,,Garment,,,
CH006441,13,01/03/2013,,-1,Bhatta Basti,"Jaipur, Jaipur, RJ, IND","75.80218, 26.95286",Munshichak,,,Garment,,,
CH006442,14,01/03/2013,,-1,Bhatta Basti,"Jaipur, Jaipur, RJ, IND","75.80218, 26.95286",Munshichak,,,Garment,,,
CH006443,14,01/03/2013,,-1,Bhatta Basti,"Jaipur, Jaipur, RJ, IND","75.80218, 26.95286",Munshichak,,,Garment,,,
CH006444,14,01/03/2013,,-1,Bhatta Basti,"Jaipur, Jaipur, RJ, IND","75.80218, 26.95286",Ghunghariya,"Barhara, Bhojpur, BR, IND","84.62467, 25.67642",Garment,,,
CH006445,10,01/03/2013,,-1,Bhatta Basti,"Jaipur, Jaipur, RJ, IND","75.80218, 26.95286",Ghunghariya,"Barhara, Bhojpur, BR, IND","84.62467, 25.67642",Garment,,,
CH006446,10,01/03/2013,,-1,Bhatta Basti,"Jaipur, Jaipur, RJ, IND","75.80218, 26.95286",Ghunghariya,"Barhara, Bhojpur, BR, IND","84.62467, 25.67642",Garment,,,
CH006447,14,01/03/2013,,-1,Bhatta Basti,"Jaipur, Jaipur, RJ, IND","75.80218, 26.95286",Bhatawara,"Rupauli, Purnia, BR, IND","87.21389, 25.48359",Garment,,,
CH006448,12,01/03/2013,,-1,Bhatta Basti,"Jaipur, Jaipur, RJ, IND","75.80218, 26.95286",Bhatawara,"Rupauli, Purnia, BR, IND","87.21389, 25.48359",Garment,,,
CH006449,14,01/03/2013,,-1,Bhatta Basti,"Jaipur, Jaipur, RJ, IND","75.80218, 26.95286",Bhatawara,"Rupauli, Purnia, BR, IND","87.21389, 25.48359",Garment,,,
CH006450,13,01/03/2013,,-1,Bhatta Basti,"Jaipur, Jaipur, RJ, IND","75.80218, 26.95286",Bidori,"Adhaura, Kaimur (Bhabua), BR, IND","83.57998, 24.71686",Garment,,,
CH006451,12,01/03/2013,,-1,Bhatta Basti,"Jaipur, Jaipur, RJ, IND","75.80218, 26.95286",Bidori,"Adhaura, Kaimur (Bhabua), BR, IND","83.57998, 24.71686",Garment,,,
CH006452,10,06/03/2013,06/12/2012,90,Munga Nagar,,,Jonahari,,,Handicraft,,,middle_man
CH006453,13,06/03/2013,05/01/2013,60,Munga Nagar,,,Bojhgaon,"Jalalgarh, Purnia, BR, IND","87.59592, 25.92238",Handicraft,no,,self
CH006454,13,06/03/2013,06/11/2012,120,Munga Nagar,,,Miyanpur,"Goh, Aurangabad, BR, IND","84.72336, 25.04485",Handicraft,loan,,middle_man
CH006455,14,06/03/2013,04/03/2013,2,Munga Nagar,,,Singhadi,"Goh, Aurangabad, BR, IND","84.60716, 24.96772",Handicraft,,,
CH006456,14,06/03/2013,06/12/2012,90,Munga Nagar,,,Rajvara,"Poorniya Up-Jila, Purniya, BR, IND","87.63285, 25.70383",Handicraft,,,
CH006457,14,06/03/2013,04/03/2013,2,Munga Nagar,,,Pathrabari,"Jokihat, Araria, BR, IND","87.65048, 26.13473",Handicraft,,,
CH006458,14,06/03/2013,06/11/2012,120,Munga Nagar,,,Begumpur,"Patna, Patna, BR, IND","85.22664, 25.58846",Handicraft,no,,middle_man
CH006459,13,06/03/2013,04/03/2013,2,Munga Nagar,,,Pathrabari,"Jokihat, Araria, BR, IND","87.65048, 26.13473",Handicraft,,,
CH006460,14,06/03/2013,13/09/2011,540,Munga Nagar,,,Moonga Ngar,"Delhi, North East, DL, IND","77.26531, 28.70789",Garment,,,
CH006461,11,06/03/2013,27/02/2013,7,Munga Nagar,,,Rajiv Gandhi Nagar,"Delhi, North East, DL, IND","77.27233, 28.71077",Garment,,,
CH006462,10,06/03/2013,27/02/2013,7,Munga Nagar,,,Rajiv Gandhi Nagar,"Delhi, North East, DL, IND","77.27233, 28.71077",Garment,unknown,,
CH006463,8,06/03/2013,18/09/2010,900,Munga Nagar,,,Kamlenpur,"Azamgarh, Azamgarh, UP, IND","83.16061, 26.08555",Garment,no,,
CH006464,10,06/03/2013,18/09/2010,900,Munga Nagar,,,Kamlenpur,"Azamgarh, Azamgarh, UP, IND","83.16061, 26.08555",Garment,,,parents
CH006465,14,06/03/2013,19/02/2013,15,Munga Nagar,,,Tirthali,"Greater Noida, Gautam Buddha Nagar, UP, IND","77.5922, 28.21957",Garment,,,employer
CH006466,12,10/03/2013,,-1,Ramganj,"Ajmer, Ajmer, RJ, IND","74.63436, 26.42992",Kulin,"Barrackpur-II Sub-District, North Twenty Four Parganas, WB, IND","88.36967, 22.71676",Garment,,,
CH006467,15,10/03/2013,,-1,Ramganj,"Ajmer, Ajmer, RJ, IND","74.63436, 26.42992",Sadarpanda,,,Garment,,,
CH006468,13,10/03/2013,,-1,Ramganj,"Ajmer, Ajmer, RJ, IND","74.63436, 26.42992",Simlanpur,,,Garment,,,
CH006469,13,10/03/2013,,-1,Ramganj,"Ajmer, Ajmer, RJ, IND","74.63436, 26.42992",Simlanpur,,,Garment,,,
CH006470,16,10/03/2013,,-1,Ramganj,"Ajmer, Ajmer, RJ, IND","74.63436, 26.42992",Alisagar,"Debra, Paschim Medinipur, WB, IND","87.56184, 22.38353",Garment,,,
CH006471,13,14/03/2013,,-1,Topkhane Ka Rasta,"Jaipur, Jaipur, RJ, IND","75.80931, 26.92473",Saniaeyasukh,,,Garment,,,
CH006472,13,14/03/2013,,-1,Topkhane Ka Rasta,"Jaipur, Jaipur, RJ, IND","75.80931, 26.92473",Lalpur Pati Kadarkhan,"Rampur Sub-District, Rampur, UP, IND","79.06659, 28.70414",Garment,,,
CH006473,14,14/03/2013,,-1,Topkhane Ka Rasta,"Jaipur, Jaipur, RJ, IND","75.80931, 26.92473",Mankara,"Moradabad Sub-District, Moradabad, UP, IND","78.9424, 28.78189",Garment,,,
CH006474,9,14/03/2013,,-1,Topkhane Ka Rasta,"Jaipur, Jaipur, RJ, IND","75.80931, 26.92473",Ali Nagar Lebdhan,"Azamnagar, Katihar, BR, IND","87.77431, 25.54691",Garment,,,
CH006475,8,14/03/2013,,-1,Topkhane Ka Rasta,"Jaipur, Jaipur, RJ, IND","75.80931, 26.92473",Ali Nagar Lebdhan,"Azamnagar, Katihar, BR, IND","87.77431, 25.54691",Garment,,,
CH006476,14,14/03/2013,,-1,Topkhane Ka Rasta,"Jaipur, Jaipur, RJ, IND","75.80931, 26.92473",Ali Nagar Lebdhan,"Azamnagar, Katihar, BR, IND","87.77431, 25.54691",Garment,,,
CH006477,9,14/03/2013,,-1,Topkhane Ka Rasta,"Jaipur, Jaipur, RJ, IND","75.80931, 26.92473",Ali Nagar Lebdhan,"Azamnagar, Katihar, BR, IND","87.77431, 25.54691",Garment,,,
CH006478,9,14/03/2013,,-1,Topkhane Ka Rasta,"Jaipur, Jaipur, RJ, IND","75.80931, 26.92473",Ali Nagar Lebdhan,"Azamnagar, Katihar, BR, IND","87.77431, 25.54691",Garment,,,
CH006479,13,14/03/2013,,-1,Topkhane Ka Rasta,"Jaipur, Jaipur, RJ, IND","75.80931, 26.92473",Ali Nagar Lebdhan,"Azamnagar, Katihar, BR, IND","87.77431, 25.54691",Garment,,,
CH006480,10,14/03/2013,,-1,Topkhane Ka Rasta,"Jaipur, Jaipur, RJ, IND","75.80931, 26.92473",Ali Nagar Lebdhan,"Azamnagar, Katihar, BR, IND","87.77431, 25.54691",Garment,,,
CH006481,16,14/03/2013,,-1,Ramganj,"Ajmer, Ajmer, RJ, IND","74.63436, 26.42992",Paplo,,,Garment,,,
CH006482,11,14/03/2013,,-1,Ramganj,"Ajmer, Ajmer, RJ, IND","74.63436, 26.42992",Khunta Pipihari,,,Garment,,,
CH006483,11,14/03/2013,,-1,Ramganj,"Ajmer, Ajmer, RJ, IND","74.63436, 26.42992",Saplo,,,Garment,,,
CH006484,12,14/03/2013,,-1,Ramganj,"Ajmer, Ajmer, RJ, IND","74.63436, 26.42992",Nocha,"Parihar, Sitamarhi, BR, IND","85.71708, 26.78177",Garment,,,
CH006485,16,14/03/2013,,-1,Ramganj,"Ajmer, Ajmer, RJ, IND","74.63436, 26.42992",Nocha,"Parihar, Sitamarhi, BR, IND","85.71708, 26.78177",Garment,,,
CH006486,15,18/03/2013,21/06/2012,270,Rohini,"Delhi, North West, DL, IND","77.10403, 28.73353",Sarwari Gram,,,Domestic Servant,,,middle_man
CH006487,14,18/03/2013,01/02/2013,45,Karabara Road,"Ludhiana, Ludhiana, PB, IND","75.84307, 30.93421",Harpursari,"Patepur, Vaishali, BR, IND","85.47801, 25.90228",Garment,,,
CH006488,12,18/03/2013,07/01/2013,70,Karabara Road,"Ludhiana, Ludhiana, PB, IND","75.84307, 30.93421",Barnimi,,,Garment,,,
CH006489,11,18/03/2013,03/12/2012,105,Karabara Road,"Ludhiana, Ludhiana, PB, IND","75.84307, 30.93421",Barnimi,,,Garment,,,
CH006490,12,18/03/2013,23/03/2012,360,Karabara Road,"Ludhiana, Ludhiana, PB, IND","75.84307, 30.93421",Beniya,"Bahraich Sub-District, Bahraich, UP, IND","81.65841, 27.5362",Garment,,,
CH006491,13,18/03/2013,01/02/2013,45,Karabara Road,"Ludhiana, Ludhiana, PB, IND","75.84307, 30.93421",Changiroa,,,Garment,,,
CH006492,11,18/03/2013,22/02/2012,390,Karabara Road,"Ludhiana, Ludhiana, PB, IND","75.84307, 30.93421",Mahubara,,,Garment,,,
CH006493,13,18/03/2013,23/03/2012,360,Karabara Road,"Ludhiana, Ludhiana, PB, IND","75.84307, 30.93421",Chakajmal,"Minapur, Muzaffarpur, BR, IND","85.36236, 26.25044",Garment,,,
